PC,RES_CNT_High,NRP_CNT_High,UNC_CNT_High,TOT_CNT_High,RES_CNT_Medium,NRP_CNT_Medium,UNC_CNT_Medium,TOT_CNT_Medium,RES_CNT_Low,NRP_CNT_Low,UNC_CNT_Low,TOT_CNT_Low,RES_CNT_VeryLow,NRP_CNT_VeryLow,UNC_CNT_VeryLow,TOT_CNT_VeryLow,SORTOFF,DISTRICT,SECTOR,UNIT
ME5 9P*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ME,5,9,P
TR11 2G*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TR,11,2,G
NN13 7U*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NN,13,7,U
BS7 9J*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BS,7,9,J
LE14 4JN,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,LE,14,4,JN
SL6 8PR,0,0,0,0,2,0,0,2,8,0,0,8,0,0,0,0,SL,6,8,PR
CW1 5R*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CW,1,5,R
NE20 9F*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,20,9,F
NE22 7F*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,22,7,F
DE56 1N*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,56,1,N
W9 3R*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,9,3,R
NE71 6T*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,71,6,T
ST14 8J*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,14,8,J
B8 2B*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,8,2,B
BD1 1Q*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BD,1,1,Q
TS19 0L*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TS,19,0,L
PE9 2Y*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PE,9,2,Y
BS21 7S*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BS,21,7,S
DL1 2G*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,1,2,G
S61 1Q*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,61,1,Q
CO4 5B*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CO,4,5,B
PR9 9Q*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PR,9,9,Q
TW20 8S*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TW,20,8,S
WD6 1R*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WD,6,1,R
B44 9P*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,44,9,P
SO20 8D*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SO,20,8,D
DN37 7A*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DN,37,7,A
BA9 9AQ,0,0,0,0,0,0,0,0,18,0,0,18,0,0,0,0,BA,9,9,AQ
E1 6R*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,1,6,R
SG8 8F*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SG,8,8,F
DN14 8B*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DN,14,8,B
BB3 2R*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BB,3,2,R
BS3 5RU,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,BS,3,5,RU
CB2 8H*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,2,8,H
TS2 1F*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TS,2,1,F
TW12 3J*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TW,12,3,J
L32 1BL,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,L,32,1,BL
AL3 6G*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AL,3,6,G
TF2 6B*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TF,2,6,B
TF7 5A*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TF,7,5,A
DL9 4L*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,9,4,L
DL7 0A*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,7,0,A
S62 7G*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,62,7,G
NW9 9H*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NW,9,9,H
W1F 9S*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,1F,9,S
L16 2A*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,16,2,A
CT14 6PL,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,13,CT,14,6,PL
PL18 9S*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PL,18,9,S
WD24 4R*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WD,24,4,R
EX39 5R*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EX,39,5,R
L15 0J*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,15,0,J
M50 2Q*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,50,2,Q
NE32 3N*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,32,3,N
SO15 4H*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SO,15,4,H
WC2H 9E*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WC,2H,9,E
TN14 7N*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,14,7,N
SR8 1E*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SR,8,1,E
OX2 8T*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OX,2,8,T
NW7 3L*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NW,7,3,L
RH8 9E*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RH,8,9,E
B63 4N*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,63,4,N
SW1A 1E*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SW,1A,1,E
DE3 9E*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,3,9,E
LE15 8U*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LE,15,8,U
CR3 5X*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CR,3,5,X
TA6 5J*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TA,6,5,J
TW20 9T*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TW,20,9,T
SE6 1N*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SE,6,1,N
BL78 1A*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BL,78,1,A
GL20 5S*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GL,20,5,S
ST6 5L*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,6,5,L
SW14 7P*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SW,14,7,P
LA1 2B*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,1,2,B
GL51 7N*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GL,51,7,N
TS24 8L*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TS,24,8,L
HA2 6L*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HA,2,6,L
ME4 6X*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ME,4,6,X
CO3 4P*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CO,3,4,P
PE28 2Q*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PE,28,2,Q
PE27 6H*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PE,27,6,H
CV37 9P*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CV,37,9,P
DH5 9E*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DH,5,9,E
NG15 7W*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NG,15,7,W
DN31 2L*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DN,31,2,L
N15 4Q*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,15,4,Q
CA13 0U*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,13,0,U
SY7 8Q*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SY,7,8,Q
L5 1U*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,5,1,U
WV11 1R*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WV,11,1,R
OX29 0A*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OX,29,0,A
NW11 9NG,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,NW,11,9,NG
MK44 3Q*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MK,44,3,Q
SE16 4DF,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0,26,SE,16,4,DF
KT10 0G*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KT,10,0,G
TR14 8S*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TR,14,8,S
M30 8G*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,30,8,G
B44 9B*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,44,9,B
KT22 7A*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KT,22,7,A
W9 2L*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,9,2,L
DE14 2WE,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,DE,14,2,WE
B38 9N*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,38,9,N
LS22 6W*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LS,22,6,W
GU6 8Z*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GU,6,8,Z
AL1 3W*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AL,1,3,W
BD20 0J*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BD,20,0,J
YO30 6P*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YO,30,6,P
WR5 2P*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR,5,2,P
CT5 2B*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CT,5,2,B
B30 3AG,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,B,30,3,AG
TF13 6Q*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TF,13,6,Q
WV12 5L*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WV,12,5,L
TW3 4N*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TW,3,4,N
CW7 1L*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CW,7,1,L
NG17 6A*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NG,17,6,A
EX14 1H*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EX,14,1,H
BS1 1D*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BS,1,1,D
PO20 0A*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PO,20,0,A
LN5 8T*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LN,5,8,T
PL7 2J*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PL,7,2,J
PO22 9P*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PO,22,9,P
RM12 4W*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RM,12,4,W
L31 7E*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,31,7,E
BD4 0T*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BD,4,0,T
LS16 9A*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LS,16,9,A
M38 0F*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,38,0,F
TS29 6P*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TS,29,6,P
WC1H 9E*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WC,1H,9,E
CH45 2N*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CH,45,2,N
S75 5D*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,75,5,D
ME10 3N*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ME,10,3,N
L40 1T*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,40,1,T
SY3 7H*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SY,3,7,H
KT3 5D*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KT,3,5,D
E14 5H*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,14,5,H
LS24 8L*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LS,24,8,L
LE2 7G*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LE,2,7,G
CR8 4L*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CR,8,4,L
IG3 9D*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IG,3,9,D
BN20 8J*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BN,20,8,J
DE24 3A*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,24,3,A
LA3 1S*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,3,1,S
BH18 8L*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BH,18,8,L
NW6 4Q*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NW,6,4,Q
WA7 5X*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WA,7,5,X
NP16 7N*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NP,16,7,N
E13 0F*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,13,0,F
CW12 2NF,2,0,0,2,5,0,0,5,1,0,0,1,0,0,0,0,CW,12,2,NF
RM1 1B*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RM,1,1,B
GL15 5N*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GL,15,5,N
IG8 8Q*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IG,8,8,Q
BB2 2E*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BB,2,2,E
BD17 7F*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BD,17,7,F
LU3 4H*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LU,3,4,H
SS1 3J*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SS,1,3,J
BA2 4AX,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,BA,2,4,AX
DT7 3J*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,7,3,J
BH25 5T*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BH,25,5,T
CW6 9R*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CW,6,9,R
TS3 9R*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TS,3,9,R
GL51 9D*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GL,51,9,D
RG22 4W*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RG,22,4,W
BN23 7JW,0,0,0,0,0,0,0,0,9,1,0,10,20,0,0,20,BN,23,7,JW
YO10 3D*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YO,10,3,D
W1K 8U*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,1K,8,U
WR11 1W*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR,11,1,W
EN2 9BH,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,EN,2,9,BH
PE21 8HD,0,0,0,0,0,0,0,0,31,4,0,35,0,0,0,0,PE,21,8,HD
CH64 4A*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CH,64,4,A
WA15 0D*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WA,15,0,D
ST6 6T*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,6,6,T
LU1 1X*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LU,1,1,X
KT13 0RL,0,0,0,0,0,0,0,0,9,0,0,9,1,0,0,1,KT,13,0,RL
SE22 8P*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SE,22,8,P
PE31 6Z*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PE,31,6,Z
PE11 1FA,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,PE,11,1,FA
GL2 7D*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GL,2,7,D
TN13 1H*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,13,1,H
TA3 5P*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TA,3,5,P
S4 8N*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,4,8,N
SO16 3H*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SO,16,3,H
SO17 2U*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SO,17,2,U
PL26 7Z*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PL,26,7,Z
TR15 2P*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TR,15,2,P
PR3 1Y*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PR,3,1,Y
HG3 5A*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HG,3,5,A
ME19 4U*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ME,19,4,U
BA2 3W*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BA,2,3,W
GU7 1P*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GU,7,1,P
BN7 3ES,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3,BN,7,3,ES
CA2 5U*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,2,5,U
CV2 5B*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CV,2,5,B
CV13 0E*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CV,13,0,E
S25 3A*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,25,3,A
HX5 9B*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HX,5,9,B
S2 4A*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,2,4,A
LE9 7D*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LE,9,7,D
RM10 9U*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RM,10,9,U
OX3 9E*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OX,3,9,E
E4 8DF,86,2,0,88,0,0,0,0,0,0,0,0,0,0,0,0,E,4,8,DF
SL0 9E*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SL,0,9,E
BN1 1H*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BN,1,1,H
GL2 7J*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GL,2,7,J
SO50 9G*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SO,50,9,G
BB9 9X*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BB,9,9,X
WS9 0S*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WS,9,0,S
DH7 9B*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DH,7,9,B
PE10 9G*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PE,10,9,G
PE12 7G*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PE,12,7,G
TR26 1R*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TR,26,1,R
M28 0G*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,28,0,G
PO33 3B*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PO,33,3,B
HP16 0J*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HP,16,0,J
SK11 7L*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SK,11,7,L
BS14 9B*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BS,14,9,B
NE66 5Q*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,66,5,Q
DA15 8W*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DA,15,8,W
IP7 5R*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IP,7,5,R
PL31 2S*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PL,31,2,S
CA11 8R*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,11,8,R
FY7 8BY,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,30,FY,7,8,BY
LE12 7A*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LE,12,7,A
KT4 7R*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KT,4,7,R
PR5 5N*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PR,5,5,N
SN13 9Y*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SN,13,9,Y
TQ13 9F*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TQ,13,9,F
TF4 3H*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TF,4,3,H
SO45 5W*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SO,45,5,W
NR2 4E*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,2,4,E
PE12 0QN,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,PE,12,0,QN
GL6 8P*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GL,6,8,P
RG7 4R*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RG,7,4,R
WD6 2B*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WD,6,2,B
EX2 4R*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EX,2,4,R
L19 4T*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,19,4,T
HP19 7W*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HP,19,7,W
BD18 1G*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BD,18,1,G
SW6 3UE,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,SW,6,3,UE
LN10 6R*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LN,10,6,R
PL12 4P*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PL,12,4,P
L9 8A*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,9,8,A
SK9 2T*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SK,9,2,T
NE65 0P*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,65,0,P
SO41 9L*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SO,41,9,L
RG31 7Q*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RG,31,7,Q
B30 2Y*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,30,2,Y
SN15 4P*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SN,15,4,P
WF1 3R*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WF,1,3,R
SW11 3P*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SW,11,3,P
NR29 4A*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,29,4,A
ST4 8X*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,4,8,X
B26 2D*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,26,2,D
MK44 2Y*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MK,44,2,Y
BB1 2Q*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BB,1,2,Q
BA2 3E*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BA,2,3,E
BA9 8Y*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BA,9,8,Y
OL6 9S*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OL,6,9,S
PO6 1D*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PO,6,1,D
BD13 5B*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BD,13,5,B
WN1 3RW,0,0,0,0,0,0,0,0,54,0,0,54,0,0,0,0,WN,1,3,RW
PE1 5S*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PE,1,5,S
BB3 0AJ,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,BB,3,0,AJ
LS22 7F*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LS,22,7,F
LE4 4A*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LE,4,4,A
RM7 0R*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RM,7,0,R
BA5 1N*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BA,5,1,N
SO15 4P*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SO,15,4,P
GU22 8T*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GU,22,8,T
CV6 1J*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CV,6,1,J
S8 8G*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,8,8,G
OX16 2A*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OX,16,2,A
CO11 1AX,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,5,CO,11,1,AX
SW17 7E*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SW,17,7,E
PE15 8P*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PE,15,8,P
NE6 1T*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,6,1,T
OX39 4J*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OX,39,4,J
E11 2L*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,11,2,L
DA11 8T*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DA,11,8,T
DL1 1X*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,1,1,X
PE12 6S*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PE,12,6,S
IG10 1D*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IG,10,1,D
CB4 0E*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,4,0,E
